REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,EDUCATION_LEVEL,Education Level,WEALTH_QUINTILE,Wealth Quintile,RESIDENCE,Residence,UNIT_MEASURE,Unit of measure,UNIT_MULTIPLIER,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,FREQ_COLL,Time interval at which the source data are collected
GAB,Gabon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2012,4.3612528,,,DHS 2012,,,,,,,0,Not Known
GAB,Gabon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2012,10.29466,,,DHS 2012,,,,,,,0,Not Known
GAB,Gabon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2012,13.68207,,,DHS 2012,,,,,,,0,Not Known
GAB,Gabon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2012,35.703308,,,DHS 2012,,,,,,,0,Not Known
GAB,Gabon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2012,4.1080251,,,DHS 2012,,,,,,,0,Not Known
GAB,Gabon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2012,14.92779,,,DHS 2012,,,,,,,0,Not Known
GAB,Gabon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,13.74806,,,DHS 2012,,,,,,,0,Not Known
GEO,Georgia,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,82.90712,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,79.081383,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,55.821701,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,74.85714,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,85.362213,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,87.183601,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,95.745972,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,68.346687,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,87.692101,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,80.900002,,,MICS 2018,,,,,,,0,Not Known
GHA,Ghana,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,8.7223024,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,11.68049,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,1.458987,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,2.1016841,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,4.6851349,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,7.728898,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,29.74021,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,4.263948,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,15.7668,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,10.04279,,,MICS 2017-18,,,,,,,0,Not Known
GIN,Guinea,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,12.5451,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,22.02212,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,0.4942461,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,1.989729,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,1.9581521,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,11.62179,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,44.702091,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,1.953432,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,33.029202,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,16.25728,,,DHS 2018,,,,,,,0,Not Known
GMB,Gambia,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,28.23843,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,32.780609,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2013,11.45583,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2013,15.39062,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2013,21.382271,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2013,31.2957,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2013,50.245602,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2013,12.86145,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2013,40.00758,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,30.369619,,,DHS 2013,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,8.1030951,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,13.71268,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2019,3.2438531,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2019,2.1425221,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,6.530128,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,12.21532,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,23.316521,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,3.965286,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,18.956791,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,10.77863,,,MICS 2018-19,,,,,,,0,Not Known
GTM,Guatemala,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,25.43832,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,27.17853,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2015,2.5939519,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2015,7.580008,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2015,20.23102,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2015,35.156471,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2015,59.60437,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2015,14.92511,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2015,41.04924,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,26.215269,,,DHS 2014-15,,,,,,,0,Not Known
GUY,Guyana,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,67.787537,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,53.666962,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2020,36.05566,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2020,38.838268,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2020,65.538277,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2020,75.886421,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2020,84.715691,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2020,58.006039,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2020,71.833,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,61.344212,,,MICS 2019-20,,,,,,,,
HND,Honduras,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,36.66938,,,MICS 2019,,,,,,,,
HND,Honduras,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,29.18779,,,MICS 2019,,,,,,,,
HND,Honduras,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2019,3.5248351,,,MICS 2019,,,,,,,,
HND,Honduras,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2019,12.07576,,,MICS 2019,,,,,,,,
HND,Honduras,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,26.129049,,,MICS 2019,,,,,,,,
HND,Honduras,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,45.469971,,,MICS 2019,,,,,,,,
HND,Honduras,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,70.425568,,,MICS 2019,,,,,,,,
HND,Honduras,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,17.256651,,,MICS 2019,,,,,,,,
HND,Honduras,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,49.690022,,,MICS 2019,,,,,,,,
HND,Honduras,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,33.002911,,,MICS 2019,,,,,,,,
HTI,Haiti,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,16.480619,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,17.08531,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2017,0.95439738,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2017,6.0549431,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2017,8.3102608,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2017,16.72683,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2017,39.722931,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2017,8.0011511,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2017,26.299761,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,16.754721,,,DHS 2016-17,,,,,,,0,Not Known
IDN,Indonesia,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,62.74955,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,63.55323,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2017,31.605789,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2017,46.384529,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2017,61.22662,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2017,77.457069,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2017,90.779289,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2017,50.433891,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2017,74.004173,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,63.147881,,,DHS 2017,,,,,,,,
IND,India,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,39.676998,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,46.471001,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2016,13.355,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2016,24.514999,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2016,37.726002,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2016,52.622002,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2016,76.125,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2016,35.993,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2016,55.647999,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,42.951,,,DHS 2015-16,,,,,,,0,Not Known
IRQ,Iraq,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,43.299999,,,MICS 2018,,,,,,,0,Not Known
IRQ,Iraq,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,45.200001,,,MICS 2018,,,,,,,0,Not Known
IRQ,Iraq,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,22.5,,,MICS 2018,,,,,,,0,Not Known
IRQ,Iraq,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,33.099998,,,MICS 2018,,,,,,,0,Not Known
IRQ,Iraq,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,36.900002,,,MICS 2018,,,,,,,0,Not Known
